timestamp,ticker,name,price,buzz_score,sentiment_score,top_headline
2026-02-09 14:55:46,7203.T,トヨタ自動車,3729.0,102,0.0196078431372549,トヨタ自動車 記者会見 ライブ中継 | コーポレート | グローバルニュースルーム - トヨタ自動車株式会社 公式企業サイト
2026-02-09 14:55:46,6758.T,ソニーグループ,3455.0,92,0.0543478260869565,ソニー、ＢＤレコーダー撤退 - 下野新聞社
2026-02-09 14:55:46,9984.T,ソフトバンクグループ,4251.0,100,0.16,決算:ソフトバンク純利益3%増に上振れ、先行投資などの費用縮小で 26年3月期 - 日本経済新聞
2026-02-09 14:55:46,9983.T,ファーストリテイリング,67850.0,100,0.23,"【アナリスト評価】ファーストリテ、レーティング強気を継続、目標株価66,000円に引上げ（米系大手証券）(アイフィス株予報) - Yahoo!ファイナンス"
2026-02-09 14:55:46,8035.T,東京エレクトロン,40600.0,92,0.108695652173913,東京エレクトロンの株価続伸 26年3月期は一転最終増益に - 日本経済新聞
2026-02-09 14:55:46,6861.T,キーエンス,55320.0,100,0.12,推定年収6000万円でもスーツはヨレヨレ…キーエンス幹部が営業先で使っていた｢初対面で本音を引き出す技｣【2026年1月BEST】 - ライブドアニュース
2026-02-09 14:55:46,7974.T,任天堂,8662.0,100,-0.03,「ニンテンドースイッチ2」任天堂公式で先着販売スタート！品切れ後も在庫状況が整い次第、随時再販 - Game*Spark
2026-02-09 14:55:46,9432.T,日本電信電話,152.5,100,0.06,【NTT（9432）の株価】2月9日の「終値は152.5円」1年間の株価チャート・株主優待も見てみる！ - LIMO | くらしとお金の経済メディア
2026-02-09 14:55:46,6501.T,日立製作所,5818.0,100,0.04,日立、Lumada 3.0の加速に向け2026年4月から新体制 フィジカルAIとHMAXを軸にグローバル成長を狙う（クラウド Watch） - Yahoo!ニュース
2026-02-09 14:55:46,8306.T,三菱UFJフィナンシャル・グループ,2957.5,100,0.22,ＭＵＦＧの10－12月期、純利益6％増 金利上昇で貸出収益が拡大 - Reuters
2026-02-09 14:56:52,7203.T,トヨタ自動車,3729.0,102,0.0196078431372549,トヨタ自動車 記者会見 ライブ中継 | コーポレート | グローバルニュースルーム - トヨタ自動車株式会社 公式企業サイト
2026-02-09 14:56:52,6758.T,ソニーグループ,3455.0,92,0.0543478260869565,ソニー、ＢＤレコーダー撤退 - 下野新聞社
2026-02-09 14:56:52,9984.T,ソフトバンクグループ,4251.0,100,0.16,決算:ソフトバンク純利益3%増に上振れ、先行投資などの費用縮小で 26年3月期 - 日本経済新聞
2026-02-09 14:56:52,9983.T,ファーストリテイリング,67850.0,100,0.23,"【アナリスト評価】ファーストリテ、レーティング強気を継続、目標株価66,000円に引上げ（米系大手証券）(アイフィス株予報) - Yahoo!ファイナンス"
2026-02-09 14:56:52,8035.T,東京エレクトロン,40600.0,92,0.108695652173913,東京エレクトロンの株価続伸 26年3月期は一転最終増益に - 日本経済新聞
2026-02-09 14:56:52,6861.T,キーエンス,55320.0,100,0.12,推定年収6000万円でもスーツはヨレヨレ…キーエンス幹部が営業先で使っていた｢初対面で本音を引き出す技｣【2026年1月BEST】 - ライブドアニュース
2026-02-09 14:56:52,7974.T,任天堂,8662.0,100,-0.03,「ニンテンドースイッチ2」任天堂公式で先着販売スタート！品切れ後も在庫状況が整い次第、随時再販 - Game*Spark
2026-02-09 14:56:52,9432.T,日本電信電話,152.5,100,0.06,【NTT（9432）の株価】2月9日の「終値は152.5円」1年間の株価チャート・株主優待も見てみる！ - LIMO | くらしとお金の経済メディア
2026-02-09 14:56:52,6501.T,日立製作所,5818.0,100,0.04,日立、Lumada 3.0の加速に向け2026年4月から新体制 フィジカルAIとHMAXを軸にグローバル成長を狙う（クラウド Watch） - Yahoo!ニュース
2026-02-09 14:56:52,8306.T,三菱UFJフィナンシャル・グループ,2957.5,100,0.22,ＭＵＦＧの10－12月期、純利益6％増 金利上昇で貸出収益が拡大 - Reuters
2026-02-09 14:59:31,7203.T,トヨタ自動車,3729.0,102,0.029411764705882353,トヨタ自動車 記者会見 ライブ中継 | コーポレート | グローバルニュースルーム - トヨタ自動車株式会社 公式企業サイト
2026-02-09 14:59:31,6758.T,ソニーグループ,3455.0,92,0.05434782608695652,ソニー、ＢＤレコーダー撤退 - 下野新聞社
2026-02-09 14:59:31,9984.T,ソフトバンクグループ,4251.0,100,0.17,決算:ソフトバンク純利益3%増に上振れ、先行投資などの費用縮小で 26年3月期 - 日本経済新聞
2026-02-09 14:59:31,9983.T,ファーストリテイリング,67850.0,100,0.17,"【アナリスト評価】ファーストリテ、レーティング強気を継続、目標株価66,000円に引上げ（米系大手証券）(アイフィス株予報) - Yahoo!ファイナンス"
2026-02-09 14:59:31,8035.T,東京エレクトロン,40600.0,92,0.10869565217391304,東京エレクトロンの株価続伸 26年3月期は一転最終増益に - 日本経済新聞
2026-02-09 14:59:31,6861.T,キーエンス,55320.0,100,0.1,推定年収6000万円でもスーツはヨレヨレ…キーエンス幹部が営業先で使っていた｢初対面で本音を引き出す技｣【2026年1月BEST】 - ライブドアニュース
2026-02-09 14:59:31,7974.T,任天堂,8662.0,100,-0.03,「ニンテンドースイッチ2」任天堂公式で先着販売スタート！品切れ後も在庫状況が整い次第、随時再販 - Game*Spark
2026-02-09 14:59:31,9432.T,日本電信電話,152.5,100,0.06,【NTT（9432）の株価】2月9日の「終値は152.5円」1年間の株価チャート・株主優待も見てみる！ - LIMO | くらしとお金の経済メディア
2026-02-09 14:59:31,6501.T,日立製作所,5818.0,100,0.02,日立、Lumada 3.0の加速に向け2026年4月から新体制 フィジカルAIとHMAXを軸にグローバル成長を狙う（クラウド Watch） - Yahoo!ニュース
2026-02-09 14:59:31,8306.T,三菱UFJフィナンシャル・グループ,2957.5,100,0.19,ＭＵＦＧの10－12月期、純利益6％増 金利上昇で貸出収益が拡大 - Reuters
